vOTU	Length	Length_kbp	GC	phylum
vOTU21360	51488	51.488	41.07	Firmicutes
vOTU21361	43621	43.621	44.72	Firmicutes
vOTU21364	14668	14.668	38.71	Firmicutes
vOTU21369	27753	27.753	40.82	Firmicutes
vOTU21372	40836	40.836	40.97	Firmicutes
vOTU21386	45668	45.668	44.6	Firmicutes
vOTU21388	39666	39.666	46.57	Firmicutes
vOTU21400	35214	35.214	36.26	Firmicutes
vOTU21403	44912	44.912	41.35	Firmicutes
vOTU21405	31871	31.871	41.7	Firmicutes
vOTU21411	35879	35.879	40.98	Firmicutes
vOTU21418	65081	65.081	41.14	Firmicutes
vOTU21421	49342	49.342	44.17	Firmicutes
vOTU21424	45289	45.289	34.87	Firmicutes
vOTU21457	24487	24.487	44.41	Firmicutes
vOTU21460	32541	32.541	31.46	Firmicutes
vOTU21467	18250	18.25	44.99	Firmicutes
vOTU21470	45208	45.208	42.06	Firmicutes
vOTU21476	107224	107.224	44.1	Firmicutes
vOTU21491	19255	19.255	43.32	Firmicutes
vOTU21494	48497	48.497	54.7	Firmicutes
vOTU21497	17396	17.396	54.45	Firmicutes
vOTU21503	44582	44.582	49.95	Firmicutes
vOTU21505	61311	61.311	57.54	Firmicutes
vOTU21506	23731	23.731	27.47	Firmicutes
vOTU21513	20591	20.591	28.3	Firmicutes
vOTU21517	16486	16.486	44.68	Firmicutes
vOTU21524	37691	37.691	58.99	Firmicutes
vOTU21534	32387	32.387	52.93	Firmicutes
vOTU21538	23067	23.067	44.16	Firmicutes
vOTU21539	46028	46.028	45.5	Firmicutes
vOTU21542	35385	35.385	52.89	Firmicutes
vOTU21549	27103	27.103	44.6	Firmicutes
vOTU21551	30036	30.036	39.67	Firmicutes
vOTU21553	28992	28.992	38.4	Firmicutes
vOTU21572	65092	65.092	31.8	Firmicutes
vOTU21573	50556	50.556	36.6	Firmicutes
vOTU21588	45550	45.55	54.79	Firmicutes
vOTU21598	15544	15.544	49.35	Firmicutes
vOTU21604	44009	44.009	41.63	Firmicutes
vOTU21609	38759	38.759	55.61	Firmicutes
vOTU21612	43096	43.096	53.84	Firmicutes
vOTU21623	73274	73.274	54.92	Firmicutes
vOTU21633	39702	39.702	45.69	Firmicutes
vOTU21635	18702	18.702	61.01	Firmicutes
vOTU21640	31453	31.453	57.06	Firmicutes
vOTU21641	24770	24.77	53.47	Firmicutes
vOTU21644	15555	15.555	36.29	Firmicutes
vOTU21649	41290	41.29	49.18	Firmicutes
vOTU21654	49625	49.625	52.26	Firmicutes
vOTU21655	15191	15.191	34.63	Firmicutes
vOTU21664	53760	53.76	42.23	Firmicutes
vOTU21671	65529	65.529	55.56	Firmicutes
vOTU21675	4919	4.919	40.86	Firmicutes
vOTU21678	67057	67.057	50.85	Firmicutes
vOTU21679	30636	30.636	60.2	Firmicutes
vOTU21680	41737	41.737	26.81	Firmicutes
vOTU21687	40837	40.837	43.39	Firmicutes
vOTU21690	45394	45.394	56	Firmicutes
vOTU21713	65815	65.815	37.66	Firmicutes
vOTU21716	27520	27.52	59.87	Firmicutes
vOTU21717	56481	56.481	30.16	Firmicutes
vOTU21721	52570	52.57	40.18	Firmicutes
vOTU21734	4938	4.938	41.31	Firmicutes
vOTU21742	45688	45.688	42.31	Firmicutes
vOTU21748	39855	39.855	58.21	Firmicutes
vOTU21751	59502	59.502	51.53	Firmicutes
vOTU21753	5390	5.39	48.01	Firmicutes
vOTU21776	38496	38.496	36.82	Firmicutes
vOTU21781	23337	23.337	36.72	Firmicutes
vOTU21784	27228	27.228	49.6	Firmicutes
vOTU21785	22037	22.037	44.13	Firmicutes
vOTU21811	51064	51.064	50.84	Firmicutes
vOTU21819	44596	44.596	38.91	Firmicutes
vOTU21821	45074	45.074	53.09	Firmicutes
vOTU21829	51374	51.374	51.43	Firmicutes
vOTU21836	37789	37.789	54.31	Firmicutes
vOTU21840	44777	44.777	41.47	Firmicutes
vOTU21844	40670	40.67	54.14	Firmicutes
vOTU21849	100714	100.714	42.59	Firmicutes
vOTU21856	45124	45.124	48.28	Firmicutes
vOTU21864	36965	36.965	36.3	Firmicutes
vOTU21872	28442	28.442	55.9	Firmicutes
vOTU21883	45491	45.491	56.45	Firmicutes
vOTU21885	28351	28.351	37.72	Firmicutes
vOTU21894	42965	42.965	44.21	Firmicutes
vOTU21902	6364	6.364	40.89	Firmicutes
vOTU21914	57496	57.496	36.81	Firmicutes
vOTU21915	34912	34.912	57.79	Firmicutes
vOTU21919	46612	46.612	32.06	Firmicutes
vOTU21920	19788	19.788	47.46	Firmicutes
vOTU21922	58776	58.776	44.01	Firmicutes
vOTU21925	47714	47.714	57.89	Firmicutes
vOTU21931	46375	46.375	43.6	Firmicutes
vOTU21932	41283	41.283	42.3	Firmicutes
vOTU21946	32419	32.419	48.4	Firmicutes
vOTU21949	58015	58.015	56.1	Firmicutes
vOTU21951	45417	45.417	45.93	Firmicutes
vOTU21962	34070	34.07	54.74	Firmicutes
vOTU21992	53888	53.888	43.62	Firmicutes
vOTU21995	51457	51.457	48.36	Firmicutes
vOTU22006	43515	43.515	43.82	Firmicutes
vOTU22009	32258	32.258	51.18	Firmicutes
vOTU22012	29262	29.262	54.66	Firmicutes
vOTU22013	42223	42.223	46.76	Firmicutes
vOTU22015	45596	45.596	39.65	Firmicutes
vOTU22023	13498	13.498	47.01	Firmicutes
vOTU22026	29273	29.273	50.04	Firmicutes
vOTU22028	119771	119.771	46.64	Firmicutes
vOTU22045	40514	40.514	41.86	Firmicutes
vOTU22056	40613	40.613	39.32	Firmicutes
vOTU22059	32181	32.181	44.51	Firmicutes
vOTU22060	31696	31.696	46.89	Firmicutes
vOTU22064	29110	29.11	42.69	Firmicutes
vOTU22070	10173	10.173	50.72	Firmicutes
vOTU22077	45745	45.745	54.21	Firmicutes
vOTU22088	37592	37.592	48.85	Firmicutes
vOTU22089	44418	44.418	42.8	Firmicutes
vOTU22096	55841	55.841	51.39	Firmicutes
vOTU22099	44891	44.891	50.43	Firmicutes
vOTU22106	44179	44.179	38.95	Firmicutes
vOTU22108	36057	36.057	43.55	Firmicutes
vOTU22111	21205	21.205	47.53	Firmicutes
vOTU22113	24906	24.906	49.31	Firmicutes
vOTU22118	30486	30.486	33.86	Firmicutes
vOTU22133	35909	35.909	56.46	Firmicutes
vOTU22144	67554	67.554	50.36	Firmicutes
vOTU22148	50855	50.855	53.96	Firmicutes
vOTU22150	22333	22.333	51.23	Firmicutes
vOTU22151	59729	59.729	55.23	Firmicutes
vOTU22153	36053	36.053	49.82	Firmicutes
vOTU22157	35652	35.652	60.3	Firmicutes
vOTU22160	65120	65.12	44.6	Firmicutes
vOTU22166	72239	72.239	55.45	Firmicutes
vOTU22173	24655	24.655	60.84	Firmicutes
vOTU22176	15518	15.518	33.01	Firmicutes
vOTU22180	46060	46.06	44.85	Firmicutes
vOTU22185	35778	35.778	43.06	Firmicutes
vOTU22186	22460	22.46	44.94	Firmicutes
vOTU22188	74267	74.267	54.96	Firmicutes
vOTU22192	19149	19.149	30.2	Firmicutes
vOTU22193	36434	36.434	42.34	Firmicutes
vOTU22196	46349	46.349	38.33	Firmicutes
vOTU22200	15335	15.335	31.18	Firmicutes
vOTU22206	18095	18.095	55.08	Firmicutes
vOTU22228	75613	75.613	50.36	Firmicutes
vOTU22235	125098	125.098	32.87	Firmicutes
vOTU22239	18645	18.645	42.16	Firmicutes
vOTU22251	40468	40.468	54.29	Firmicutes
vOTU22254	67628	67.628	55.76	Firmicutes
vOTU22263	92812	92.812	33.4	Firmicutes
vOTU22264	47127	47.127	39.82	Firmicutes
vOTU22266	51128	51.128	39.16	Firmicutes
vOTU22269	32111	32.111	54.4	Firmicutes
vOTU22274	173458	173.458	32.33	Firmicutes
vOTU22297	55733	55.733	44.55	Firmicutes
vOTU22309	24234	24.234	46.53	Firmicutes
vOTU22312	36403	36.403	47.15	Firmicutes
vOTU22314	49195	49.195	51.63	Firmicutes
vOTU22315	36796	36.796	52.44	Firmicutes
vOTU22323	25511	25.511	46.68	Firmicutes
vOTU22333	48054	48.054	40.43	Firmicutes
vOTU22339	37887	37.887	34.39	Firmicutes
vOTU22344	35524	35.524	41.81	Firmicutes
vOTU22345	43847	43.847	45.77	Firmicutes
vOTU22346	119847	119.847	51.93	Firmicutes
vOTU22350	46275	46.275	43.31	Firmicutes
vOTU22360	45895	45.895	37.47	Firmicutes
vOTU22370	83973	83.973	58.82	Firmicutes
vOTU22371	31735	31.735	36.85	Firmicutes
vOTU22379	26959	26.959	45.14	Firmicutes
vOTU22383	61563	61.563	40.28	Firmicutes
vOTU22390	101845	101.845	43.5	Firmicutes
vOTU22393	16009	16.009	31.4	Firmicutes
vOTU22400	55755	55.755	46.5	Firmicutes
vOTU22404	133022	133.022	59.82	Firmicutes
vOTU22405	33793	33.793	41.1	Firmicutes
vOTU22409	21353	21.353	44.11	Firmicutes
vOTU22412	22892	22.892	31.3	Firmicutes
vOTU22419	57321	57.321	57.84	Firmicutes
vOTU22423	55652	55.652	44.38	Firmicutes
vOTU22439	65459	65.459	55.92	Firmicutes
vOTU22440	132431	132.431	51.22	Firmicutes
vOTU22441	69470	69.47	35.77	Firmicutes
vOTU22447	33532	33.532	46.5	Firmicutes
vOTU22457	40482	40.482	47.63	Firmicutes
vOTU22460	15402	15.402	38.03	Firmicutes
vOTU22466	34212	34.212	50.14	Firmicutes
vOTU22473	45772	45.772	40.77	Firmicutes
vOTU22480	57517	57.517	61.06	Firmicutes
vOTU22484	45217	45.217	47.52	Firmicutes
vOTU22486	63132	63.132	42.27	Firmicutes
vOTU22504	27110	27.11	53.78	Firmicutes
vOTU22510	64468	64.468	32.32	Firmicutes
vOTU22511	37949	37.949	46.04	Firmicutes
vOTU22513	29903	29.903	42.23	Firmicutes
vOTU22517	47449	47.449	54.86	Firmicutes
vOTU22521	36272	36.272	38.96	Firmicutes
vOTU22522	40999	40.999	39.73	Firmicutes
vOTU22529	5351	5.351	37.88	Firmicutes
vOTU22534	33498	33.498	52.97	Firmicutes
vOTU22537	19181	19.181	41.51	Firmicutes
vOTU22540	26397	26.397	43.17	Firmicutes
vOTU22543	101756	101.756	54.07	Firmicutes
vOTU22556	42619	42.619	55	Firmicutes
vOTU22567	40886	40.886	52.3	Firmicutes
vOTU22572	45856	45.856	45.4	Firmicutes
vOTU22579	37405	37.405	59.89	Firmicutes
vOTU22581	36479	36.479	39.67	Firmicutes
vOTU22582	53717	53.717	34.88	Firmicutes
vOTU22589	27067	27.067	41.5	Firmicutes
vOTU22594	28785	28.785	34.11	Firmicutes
vOTU22595	51030	51.03	50.95	Firmicutes
vOTU22596	63006	63.006	33.57	Firmicutes
vOTU22602	59914	59.914	42.43	Firmicutes
vOTU22610	31900	31.9	38.66	Firmicutes
vOTU22616	27387	27.387	57.07	Firmicutes
vOTU22617	46184	46.184	40.27	Firmicutes
vOTU22619	43173	43.173	51.82	Firmicutes
vOTU00029	6164	6.164	40.33	Bacteroidota
vOTU00048	52443	52.443	36.27	Bacteroidota
vOTU00052	69131	69.131	33.74	Bacteroidota
vOTU00131	87816	87.816	26.87	Bacteroidota
vOTU00141	53013	53.013	38.91	Bacteroidota
vOTU00224	31911	31.911	52.83	Bacteroidota
vOTU00256	42117	42.117	47.61	Bacteroidota
vOTU00263	22808	22.808	36	Bacteroidota
vOTU00266	15030	15.03	26.69	Bacteroidota
vOTU00290	101088	101.088	34.02	Bacteroidota
vOTU00294	46459	46.459	38.91	Bacteroidota
vOTU00369	41735	41.735	40.33	Bacteroidota
vOTU00371	41806	41.806	44.68	Bacteroidota
vOTU00392	87441	87.441	36.5	Bacteroidota
vOTU00402	5963	5.963	40.15	Bacteroidota
vOTU00418	13458	13.458	27.97	Bacteroidota
vOTU00448	13381	13.381	36.69	Bacteroidota
vOTU00480	54174	54.174	32.86	Bacteroidota
vOTU00524	65673	65.673	46.24	Bacteroidota
vOTU00561	47163	47.163	37.19	Bacteroidota
vOTU00594	94324	94.324	39.52	Bacteroidota
vOTU00609	40924	40.924	46.84	Bacteroidota
vOTU00628	98335	98.335	36.83	Bacteroidota
vOTU00677	41652	41.652	43.95	Bacteroidota
vOTU00685	52133	52.133	35.48	Bacteroidota
vOTU00707	57081	57.081	29.13	Bacteroidota
vOTU00723	72334	72.334	31.38	Bacteroidota
vOTU00805	23258	23.258	40.83	Bacteroidota
vOTU00807	28236	28.236	42.82	Bacteroidota
vOTU00869	45548	45.548	52.69	Bacteroidota
vOTU00881	93867	93.867	31.03	Bacteroidota
vOTU00882	93802	93.802	39.96	Bacteroidota
vOTU00887	92894	92.894	32.66	Bacteroidota
vOTU00952	57903	57.903	40.23	Bacteroidota
vOTU00981	47204	47.204	33.89	Bacteroidota
vOTU01068	50687	50.687	37.11	Bacteroidota
vOTU01154	37489	37.489	33.65	Bacteroidota
vOTU01157	36889	36.889	35.75	Bacteroidota
vOTU01184	61248	61.248	28.58	Bacteroidota
vOTU01205	6182	6.182	39.37	Bacteroidota
vOTU01320	41054	41.054	49.55	Bacteroidota
vOTU01382	51347	51.347	39.95	Bacteroidota
vOTU01422	24047	24.047	48.52	Bacteroidota
vOTU01428	106980	106.98	35.7	Bacteroidota
vOTU01436	80852	80.852	39.05	Bacteroidota
vOTU01459	168340	168.34	45.09	Bacteroidota
vOTU01499	30666	30.666	55.12	Bacteroidota
vOTU01534	102802	102.802	32.17	Bacteroidota
vOTU01573	165013	165.013	35.49	Bacteroidota
vOTU01607	53818	53.818	28.45	Bacteroidota
vOTU01663	43422	43.422	43.8	Bacteroidota
vOTU01679	26615	26.615	28.67	Bacteroidota
vOTU01691	94136	94.136	29.45	Bacteroidota
vOTU01723	98618	98.618	42.26	Bacteroidota
vOTU01760	85326	85.326	25.08	Bacteroidota
vOTU01786	59677	59.677	47.54	Bacteroidota
vOTU01821	29459	29.459	41.56	Bacteroidota
vOTU01824	55904	55.904	27.95	Bacteroidota
vOTU01843	54788	54.788	38.78	Bacteroidota
vOTU01853	6281	6.281	40.71	Bacteroidota
vOTU01856	15304	15.304	39.43	Bacteroidota
vOTU01895	45018	45.018	44.61	Bacteroidota
vOTU01899	33073	33.073	36.89	Bacteroidota
vOTU01911	16019	16.019	49.29	Bacteroidota
vOTU01914	26395	26.395	53.91	Bacteroidota
vOTU01933	6372	6.372	39.89	Bacteroidota
vOTU02034	5308	5.308	39.19	Bacteroidota
vOTU02064	26398	26.398	52.58	Bacteroidota
vOTU02068	6575	6.575	55.01	Bacteroidota
vOTU02079	26123	26.123	54.91	Bacteroidota
vOTU02090	100657	100.657	34.86	Bacteroidota
vOTU02098	94593	94.593	33.46	Bacteroidota
vOTU02194	49865	49.865	53.99	Bacteroidota
vOTU02213	54936	54.936	34.89	Bacteroidota
vOTU02225	31733	31.733	37.01	Bacteroidota
vOTU02228	41468	41.468	51.64	Bacteroidota
vOTU02238	27755	27.755	29.43	Bacteroidota
vOTU02242	86655	86.655	25.15	Bacteroidota
vOTU02245	5122	5.122	41.25	Bacteroidota
vOTU02295	48020	48.02	41.73	Bacteroidota
vOTU02302	45849	45.849	42.36	Bacteroidota
vOTU02334	6065	6.065	54.39	Bacteroidota
vOTU02386	25430	25.43	40.53	Bacteroidota
vOTU02388	144717	144.717	28.03	Bacteroidota
vOTU02440	6276	6.276	40.2	Bacteroidota
vOTU02456	100723	100.723	33.2	Bacteroidota
vOTU02500	91983	91.983	31.58	Bacteroidota
vOTU02557	94831	94.831	32.07	Bacteroidota
vOTU02568	40462	40.462	27.68	Bacteroidota
vOTU02599	5864	5.864	35.88	Bacteroidota
vOTU02651	20294	20.294	40.2	Bacteroidota
vOTU02668	74063	74.063	43.63	Bacteroidota
vOTU02724	95865	95.865	37.72	Bacteroidota
vOTU02751	36945	36.945	43.07	Bacteroidota
vOTU02783	101562	101.562	45.47	Bacteroidota
vOTU02789	24575	24.575	40.15	Bacteroidota
vOTU02821	61037	61.037	45.13	Bacteroidota
vOTU02855	100843	100.843	40.09	Bacteroidota
vOTU02948	5659	5.659	47.94	Bacteroidota
vOTU02988	6031	6.031	39.43	Bacteroidota
vOTU03002	6108	6.108	40.55	Bacteroidota
vOTU03100	49983	49.983	44.99	Bacteroidota
vOTU03167	16076	16.076	51.13	Bacteroidota
vOTU03169	66366	66.366	29.39	Bacteroidota
vOTU03194	21677	21.677	52.17	Bacteroidota
vOTU03237	40153	40.153	42.94	Bacteroidota
vOTU03270	52535	52.535	37.34	Bacteroidota
vOTU03281	95832	95.832	33.06	Bacteroidota
vOTU03292	97613	97.613	29.25	Bacteroidota
vOTU03300	81296	81.296	46.73	Bacteroidota
vOTU03303	94141	94.141	33.09	Bacteroidota
vOTU03375	54293	54.293	28.48	Bacteroidota
vOTU03390	171630	171.63	30.67	Bacteroidota
vOTU03424	17292	17.292	28.65	Bacteroidota
vOTU03438	80787	80.787	37.44	Bacteroidota
vOTU03445	42965	42.965	42.97	Bacteroidota
vOTU03452	64774	64.774	32.46	Bacteroidota
vOTU03542	28358	28.358	39.51	Bacteroidota
vOTU03560	33036	33.036	41.29	Bacteroidota
vOTU03566	6738	6.738	36.98	Bacteroidota
vOTU03579	34087	34.087	47.63	Bacteroidota
vOTU03580	15350	15.35	32.15	Bacteroidota
vOTU03582	53704	53.704	37.5	Bacteroidota
vOTU03605	28864	28.864	48.33	Bacteroidota
vOTU03609	169831	169.831	37.58	Bacteroidota
vOTU03610	43807	43.807	38.64	Bacteroidota
vOTU03630	58985	58.985	28.4	Bacteroidota
vOTU03643	87709	87.709	39.53	Bacteroidota
vOTU03659	15822	15.822	50.62	Bacteroidota
vOTU03665	28989	28.989	35.01	Bacteroidota
vOTU03672	118780	118.78	32.48	Bacteroidota
vOTU03687	51609	51.609	39.96	Bacteroidota
vOTU03778	5665	5.665	38.18	Bacteroidota
vOTU03800	97429	97.429	29.16	Bacteroidota
vOTU03817	58408	58.408	42.12	Bacteroidota
vOTU03857	84828	84.828	31.84	Bacteroidota
vOTU03889	6249	6.249	40.05	Bacteroidota
vOTU03895	94794	94.794	32.18	Bacteroidota
vOTU03900	99610	99.61	33.23	Bacteroidota
vOTU04054	58099	58.099	46.77	Bacteroidota
vOTU04057	95592	95.592	29.34	Bacteroidota
vOTU04081	13125	13.125	37.66	Bacteroidota
vOTU04177	23377	23.377	38.67	Bacteroidota
vOTU04321	27531	27.531	41.63	Bacteroidota
vOTU04380	112482	112.482	47.97	Bacteroidota
vOTU04382	18234	18.234	30.81	Bacteroidota
vOTU04410	57250	57.25	27.6	Bacteroidota
vOTU04450	90249	90.249	26.6	Bacteroidota
vOTU04472	47082	47.082	38.49	Bacteroidota
vOTU04489	57744	57.744	38.54	Bacteroidota
vOTU04518	5702	5.702	40.48	Bacteroidota
vOTU04569	39036	39.036	35.46	Bacteroidota
vOTU04570	145346	145.346	37.53	Bacteroidota
vOTU04582	29355	29.355	53.43	Bacteroidota
vOTU04657	51482	51.482	39.75	Bacteroidota
vOTU04670	31089	31.089	41.58	Bacteroidota
vOTU04695	91840	91.84	38.45	Bacteroidota
vOTU04696	54532	54.532	37.8	Bacteroidota
vOTU04704	96177	96.177	32.24	Bacteroidota
vOTU04756	6317	6.317	39.42	Bacteroidota
vOTU04762	49333	49.333	41.44	Bacteroidota
vOTU04906	9724	9.724	33.93	Bacteroidota
vOTU05017	41684	41.684	53.6	Bacteroidota
vOTU05069	60456	60.456	42.21	Bacteroidota
vOTU05077	82346	82.346	25.07	Bacteroidota
vOTU05107	82418	82.418	33.73	Bacteroidota
vOTU05120	61458	61.458	42.25	Bacteroidota
vOTU05135	178341	178.341	32.83	Bacteroidota
vOTU05165	10503	10.503	37.42	Bacteroidota
vOTU05175	57481	57.481	36.48	Bacteroidota
vOTU05180	19063	19.063	34.29	Bacteroidota
vOTU05182	77584	77.584	45.19	Bacteroidota
vOTU05206	42111	42.111	38.98	Bacteroidota
vOTU05233	41309	41.309	46.14	Bacteroidota
vOTU05237	80527	80.527	60.18	Bacteroidota
vOTU05246	95094	95.094	32.03	Bacteroidota
vOTU05302	100884	100.884	33.41	Bacteroidota
vOTU05470	136213	136.213	30.6	Bacteroidota
vOTU05546	61454	61.454	36.57	Bacteroidota
vOTU05551	38671	38.671	59.6	Bacteroidota
vOTU05561	56900	56.9	38.63	Bacteroidota
vOTU05570	103855	103.855	42.63	Bacteroidota
vOTU05577	6652	6.652	36.59	Bacteroidota
vOTU05611	65431	65.431	38.48	Bacteroidota
vOTU05646	56566	56.566	27.61	Bacteroidota
vOTU05710	17585	17.585	28.43	Bacteroidota
vOTU05714	56452	56.452	39.66	Bacteroidota
vOTU05747	65804	65.804	38.68	Bacteroidota
vOTU05863	63259	63.259	39.31	Bacteroidota
vOTU05917	63160	63.16	28.52	Bacteroidota
vOTU05956	11671	11.671	37.65	Bacteroidota
vOTU05969	62935	62.935	27.23	Bacteroidota
vOTU06037	99343	99.343	28.02	Bacteroidota
vOTU06041	18693	18.693	42.96	Bacteroidota
vOTU06064	22963	22.963	36.35	Bacteroidota
vOTU06086	50072	50.072	55.93	Bacteroidota
vOTU06108	59957	59.957	49.22	Bacteroidota
vOTU06130	26163	26.163	41.31	Bacteroidota
vOTU06138	12613	12.613	34.51	Bacteroidota
vOTU06147	96598	96.598	37.42	Bacteroidota
vOTU06197	71920	71.92	47.15	Bacteroidota
vOTU06207	95290	95.29	34.83	Bacteroidota
vOTU06214	92849	92.849	51.45	Bacteroidota
vOTU06390	95220	95.22	33.33	Bacteroidota
vOTU06395	40034	40.034	42.83	Bacteroidota
vOTU06453	31602	31.602	35.88	Bacteroidota
vOTU06497	88402	88.402	32.5	Bacteroidota
vOTU06509	23494	23.494	51.97	Bacteroidota
vOTU06522	72363	72.363	50.19	Bacteroidota
vOTU06533	21448	21.448	39.83	Bacteroidota
vOTU06563	71504	71.504	32.05	Bacteroidota
vOTU06580	96651	96.651	29.11	Bacteroidota
vOTU06601	97532	97.532	29.26	Bacteroidota
vOTU06602	68688	68.688	27.94	Bacteroidota
vOTU06606	75788	75.788	28.74	Bacteroidota
vOTU06636	89849	89.849	25.02	Bacteroidota
vOTU06715	129809	129.809	28.98	Bacteroidota
vOTU06723	54992	54.992	38.6	Bacteroidota
vOTU06766	87171	87.171	32.27	Bacteroidota
vOTU06770	29929	29.929	42.44	Bacteroidota
vOTU06773	63165	63.165	32.14	Bacteroidota
vOTU06788	92020	92.02	29.32	Bacteroidota
vOTU06911	56743	56.743	34.68	Bacteroidota
vOTU06967	44966	44.966	49.61	Bacteroidota
vOTU07002	148394	148.394	27.93	Bacteroidota
vOTU07003	36323	36.323	31	Bacteroidota
vOTU07013	95222	95.222	29.29	Bacteroidota
vOTU07019	5462	5.462	41.03	Bacteroidota
vOTU07067	62296	62.296	44.03	Bacteroidota
vOTU07081	65439	65.439	28.53	Bacteroidota
vOTU07100	39123	39.123	47.12	Bacteroidota
vOTU07146	162921	162.921	44.85	Bacteroidota
vOTU07169	96029	96.029	29.2	Bacteroidota
vOTU07214	99033	99.033	34.82	Bacteroidota
vOTU07286	41777	41.777	46.49	Bacteroidota
vOTU07291	79691	79.691	28.74	Bacteroidota
vOTU07295	49083	49.083	49.11	Bacteroidota
vOTU07352	84957	84.957	45.23	Bacteroidota
vOTU07363	81600	81.6	26.77	Bacteroidota
vOTU07392	77212	77.212	37.77	Bacteroidota
vOTU07406	46343	46.343	36.57	Bacteroidota
vOTU07444	21125	21.125	36.84	Bacteroidota
vOTU07446	56721	56.721	43.16	Bacteroidota
vOTU07535	53557	53.557	41.85	Bacteroidota
vOTU07559	88458	88.458	26.79	Bacteroidota
vOTU07629	97739	97.739	29.18	Bacteroidota
vOTU07653	56979	56.979	39.87	Bacteroidota
vOTU07681	46107	46.107	33.45	Bacteroidota
vOTU07720	6163	6.163	37.71	Bacteroidota
vOTU07745	55301	55.301	31.78	Bacteroidota
vOTU07751	28666	28.666	48.73	Bacteroidota
vOTU07802	42193	42.193	47.4	Bacteroidota
vOTU07805	57109	57.109	38.63	Bacteroidota
vOTU07810	136182	136.182	49.77	Bacteroidota
vOTU07825	35186	35.186	47.46	Bacteroidota
vOTU07908	43495	43.495	52.04	Bacteroidota
vOTU07932	25218	25.218	41.24	Bacteroidota
vOTU07988	57260	57.26	31.59	Bacteroidota
vOTU07989	12853	12.853	42.49	Bacteroidota
vOTU08024	46382	46.382	44.38	Bacteroidota
vOTU08049	92556	92.556	32.16	Bacteroidota
vOTU08137	31155	31.155	40.47	Bacteroidota
vOTU08146	94804	94.804	37.59	Bacteroidota
vOTU08157	51664	51.664	33.64	Bacteroidota
vOTU08166	45787	45.787	52.97	Bacteroidota
vOTU08167	88922	88.922	26.96	Bacteroidota
vOTU08227	17228	17.228	37.75	Bacteroidota
vOTU08259	33066	33.066	41.12	Bacteroidota
vOTU08309	60411	60.411	41.84	Bacteroidota
vOTU08352	23460	23.46	53.94	Bacteroidota
vOTU08362	95957	95.957	29.23	Bacteroidota
vOTU08383	6166	6.166	41.27	Bacteroidota
vOTU08415	95726	95.726	29.16	Bacteroidota
vOTU08426	164661	164.661	30.54	Bacteroidota
vOTU08446	17151	17.151	41.53	Bacteroidota
vOTU08451	56576	56.576	39.42	Bacteroidota
vOTU08485	91285	91.285	34.41	Bacteroidota
vOTU08514	56482	56.482	38.59	Bacteroidota
vOTU08525	29602	29.602	40.86	Bacteroidota
vOTU08554	32242	32.242	40.9	Bacteroidota
vOTU08585	91179	91.179	34.87	Bacteroidota
vOTU08592	40262	40.262	39.61	Bacteroidota
vOTU08612	40416	40.416	50.28	Bacteroidota
vOTU08653	5983	5.983	40.26	Bacteroidota
vOTU08723	60859	60.859	26.41	Bacteroidota
vOTU08768	28537	28.537	31.76	Bacteroidota
vOTU08793	91932	91.932	30.69	Bacteroidota
vOTU08815	67420	67.42	53.32	Bacteroidota
vOTU08830	96940	96.94	32.07	Bacteroidota
vOTU08841	61205	61.205	37.49	Bacteroidota
vOTU08843	43803	43.803	40.88	Bacteroidota
vOTU08845	47613	47.613	44.46	Bacteroidota
vOTU08862	5990	5.99	40.72	Bacteroidota
vOTU08884	22484	22.484	44.46	Bacteroidota
vOTU08937	48091	48.091	32.55	Bacteroidota
vOTU08964	63565	63.565	28.37	Bacteroidota
vOTU08972	50123	50.123	41.28	Bacteroidota
vOTU08981	44074	44.074	46.73	Bacteroidota
vOTU09055	16071	16.071	32.02	Bacteroidota
vOTU09111	14901	14.901	36	Bacteroidota
vOTU09145	60437	60.437	28.32	Bacteroidota
vOTU09164	37196	37.196	40.86	Bacteroidota
vOTU09307	46907	46.907	42.9	Bacteroidota
vOTU09309	80549	80.549	42.35	Bacteroidota
vOTU09392	74341	74.341	37.72	Bacteroidota
vOTU09397	48493	48.493	38.5	Bacteroidota
vOTU09424	96120	96.12	29.17	Bacteroidota
vOTU09428	92937	92.937	32.07	Bacteroidota
vOTU09454	35302	35.302	46.59	Bacteroidota
vOTU09467	20380	20.38	28.41	Bacteroidota
vOTU09578	72474	72.474	36.27	Bacteroidota
vOTU09627	56801	56.801	56.79	Bacteroidota
vOTU09631	96369	96.369	29.12	Bacteroidota
vOTU09651	51375	51.375	48.3	Bacteroidota
vOTU09670	46655	46.655	50.42	Bacteroidota
vOTU09671	98168	98.168	34.83	Bacteroidota
vOTU09700	38558	38.558	51.15	Bacteroidota
vOTU09737	56568	56.568	38.75	Bacteroidota
vOTU09766	99247	99.247	27.51	Bacteroidota
vOTU09771	58781	58.781	42.06	Bacteroidota
vOTU09789	41372	41.372	49.11	Bacteroidota
vOTU09820	65887	65.887	29.32	Bacteroidota
vOTU09845	32040	32.04	28.17	Bacteroidota
vOTU09878	23843	23.843	50.07	Bacteroidota
vOTU09882	95235	95.235	41.58	Bacteroidota
vOTU09888	5191	5.191	37.37	Bacteroidota
vOTU09896	83253	83.253	25.03	Bacteroidota
